Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Slovenia,SVN,"May 4, 2020",6.671
Slovenia,SVN,"May 5, 2020",6.741
Slovenia,SVN,"May 6, 2020",6.782
Slovenia,SVN,"May 7, 2020",6.837
Slovenia,SVN,"May 8, 2020",6.832
Slovenia,SVN,"May 9, 2020",6.897
Slovenia,SVN,"May 10, 2020",6.946
Slovenia,SVN,"May 11, 2020",7.001
Slovenia,SVN,"May 12, 2020",6.986
Slovenia,SVN,"May 13, 2020",6.982
Slovenia,SVN,"May 14, 2020",7.04
Slovenia,SVN,"May 15, 2020",7.036
Slovenia,SVN,"May 16, 2020",7.031
Slovenia,SVN,"May 17, 2020",7.031
Somalia,SOM,"Apr 18, 2020",4.31
Somalia,SOM,"Apr 19, 2020",5.185
Somalia,SOM,"Apr 20, 2020",4.268
Somalia,SOM,"Apr 21, 2020",3.376
Somalia,SOM,"Apr 22, 2020",2.797
Somalia,SOM,"Apr 23, 2020",4.895
Somalia,SOM,"Apr 24, 2020",4.268
Somalia,SOM,"Apr 25, 2020",4.878
Somalia,SOM,"Apr 26, 2020",4.615
Somalia,SOM,"Apr 27, 2020",5.275
Somalia,SOM,"Apr 28, 2020",5.417
Somalia,SOM,"Apr 29, 2020",5.303
Somalia,SOM,"Apr 30, 2020",4.811
Somalia,SOM,"May 1, 2020",4.659
Somalia,SOM,"May 2, 2020",4.659
Somalia,SOM,"May 3, 2020",4.62
Somalia,SOM,"May 4, 2020",4.432
Somalia,SOM,"May 5, 2020",4.63
Somalia,SOM,"May 6, 2020",4.551
Somalia,SOM,"May 7, 2020",4.467
Somalia,SOM,"May 8, 2020",4.741
Somalia,SOM,"May 9, 2020",4.741
Somalia,SOM,"May 10, 2020",4.814
Somalia,SOM,"May 11, 2020",4.839
Somalia,SOM,"May 12, 2020",4.775
Somalia,SOM,"May 13, 2020",4.444
Somalia,SOM,"May 14, 2020",4.266
Somalia,SOM,"May 15, 2020",4.128
Somalia,SOM,"May 16, 2020",4.128
Somalia,SOM,"May 17, 2020",4.053
South Africa,ZAF,"Mar 19, 2020",0
South Africa,ZAF,"Mar 20, 2020",0
South Africa,ZAF,"Mar 21, 2020",0
South Africa,ZAF,"Mar 22, 2020",0
South Africa,ZAF,"Mar 23, 2020",0
South Africa,ZAF,"Mar 24, 2020",0
South Africa,ZAF,"Mar 25, 2020",0
South Africa,ZAF,"Mar 26, 2020",0
South Africa,ZAF,"Mar 27, 2020",0.216
South Africa,ZAF,"Mar 28, 2020",0.171
South Africa,ZAF,"Mar 29, 2020",0.168
South Africa,ZAF,"Mar 30, 2020",0.156
South Africa,ZAF,"Mar 31, 2020",0.226
South Africa,ZAF,"Apr 1, 2020",0.37
South Africa,ZAF,"Apr 2, 2020",0.362
South Africa,ZAF,"Apr 3, 2020",0.342
South Africa,ZAF,"Apr 4, 2020",0.465
South Africa,ZAF,"Apr 5, 2020",0.568
South Africa,ZAF,"Apr 6, 2020",0.665
South Africa,ZAF,"Apr 7, 2020",0.712
South Africa,ZAF,"Apr 8, 2020",0.743
South Africa,ZAF,"Apr 9, 2020",0.976
South Africa,ZAF,"Apr 10, 2020",0.931
South Africa,ZAF,"Apr 11, 2020",1.198
South Africa,ZAF,"Apr 12, 2020",1.233
South Africa,ZAF,"Apr 13, 2020",1.15
South Africa,ZAF,"Apr 14, 2020",1.188
South Africa,ZAF,"Apr 15, 2020",1.118
South Africa,ZAF,"Apr 16, 2020",1.357
South Africa,ZAF,"Apr 17, 2020",1.843
South Africa,ZAF,"Apr 18, 2020",1.797
South Africa,ZAF,"Apr 19, 2020",1.714
South Africa,ZAF,"Apr 20, 2020",1.71
South Africa,ZAF,"Apr 21, 2020",1.758
South Africa,ZAF,"Apr 22, 2020",1.674
South Africa,ZAF,"Apr 23, 2020",1.788
South Africa,ZAF,"Apr 24, 2020",1.897
South Africa,ZAF,"Apr 25, 2020",1.872
South Africa,ZAF,"Apr 26, 2020",1.972
South Africa,ZAF,"Apr 27, 2020",1.914
South Africa,ZAF,"Apr 28, 2020",1.878
South Africa,ZAF,"Apr 29, 2020",1.861
South Africa,ZAF,"Apr 30, 2020",1.925
South Africa,ZAF,"May 1, 2020",1.824
South Africa,ZAF,"May 2, 2020",1.949
South Africa,ZAF,"May 3, 2020",1.941
South Africa,ZAF,"May 4, 2020",1.931
South Africa,ZAF,"May 5, 2020",1.911
South Africa,ZAF,"May 6, 2020",1.955
South Africa,ZAF,"May 7, 2020",1.96
South Africa,ZAF,"May 8, 2020",1.956
South Africa,ZAF,"May 9, 2020",2.001
South Africa,ZAF,"May 10, 2020",1.975
South Africa,ZAF,"May 11, 2020",1.937
South Africa,ZAF,"May 12, 2020",1.934
South Africa,ZAF,"May 13, 2020",1.815
South Africa,ZAF,"May 14, 2020",1.814
South Africa,ZAF,"May 15, 2020",1.868
South Africa,ZAF,"May 16, 2020",1.826
South Africa,ZAF,"May 17, 2020",1.818
South America,,"Mar 11, 2020",0.943
South America,,"Mar 12, 2020",0.694
South America,,"Mar 13, 2020",1.005
South America,,"Mar 14, 2020",1.481
South America,,"Mar 15, 2020",1.362
South America,,"Mar 16, 2020",0.943
South America,,"Mar 17, 2020",0.673
South America,,"Mar 18, 2020",0.615
South America,,"Mar 19, 2020",0.758
South America,,"Mar 20, 2020",0.827
South America,,"Mar 21, 2020",1.027
South America,,"Mar 22, 2020",1.166
South America,,"Mar 23, 2020",1.298
South America,,"Mar 24, 2020",1.379
South America,,"Mar 25, 2020",1.653
South America,,"Mar 26, 2020",1.679
South America,,"Mar 27, 2020",1.896
South America,,"Mar 28, 2020",1.963
South America,,"Mar 29, 2020",2.097
South America,,"Mar 30, 2020",2.294
South America,,"Mar 31, 2020",2.469
South America,,"Apr 1, 2020",2.631
South America,,"Apr 2, 2020",2.92
South America,,"Apr 3, 2020",3.001
South America,,"Apr 4, 2020",3.199
South America,,"Apr 5, 2020",3.458
South America,,"Apr 6, 2020",3.519
South America,,"Apr 7, 2020",3.691
South America,,"Apr 8, 2020",3.926
South America,,"Apr 9, 2020",3.915
South America,,"Apr 10, 2020",4.09
South America,,"Apr 11, 2020",4.02
South America,,"Apr 12, 2020",4.054
South America,,"Apr 13, 2020",4.136
South America,,"Apr 14, 2020",4.253
South America,,"Apr 15, 2020",4.327
South America,,"Apr 16, 2020",4.414
South America,,"Apr 17, 2020",4.51
South America,,"Apr 18, 2020",4.576
South America,,"Apr 19, 2020",4.682
South America,,"Apr 20, 2020",4.684
South America,,"Apr 21, 2020",4.716
South America,,"Apr 22, 2020",4.733
South America,,"Apr 23, 2020",4.738
South America,,"Apr 24, 2020",4.915
South America,,"Apr 25, 2020",5.1
South America,,"Apr 26, 2020",5.029
South America,,"Apr 27, 2020",4.547
South America,,"Apr 28, 2020",4.671
South America,,"Apr 29, 2020",4.882
South America,,"Apr 30, 2020",4.924
South America,,"May 1, 2020",4.922
South America,,"May 2, 2020",4.96
South America,,"May 3, 2020",5.126
South America,,"May 4, 2020",5.119
South America,,"May 5, 2020",5.028
South America,,"May 6, 2020",5.061
South America,,"May 7, 2020",5.108
South America,,"May 8, 2020",5.074
South America,,"May 9, 2020",5.143
South America,,"May 10, 2020",5.16
South America,,"May 11, 2020",5.288
South America,,"May 12, 2020",5.296
South America,,"May 13, 2020",5.396
South America,,"May 14, 2020",5.358
South America,,"May 15, 2020",5.312
South America,,"May 16, 2020",5.314
South America,,"May 17, 2020",5.277
South Korea,KOR,"Feb 21, 2020",0.645
South Korea,KOR,"Feb 22, 2020",0.58
South Korea,KOR,"Feb 23, 2020",0.832
South Korea,KOR,"Feb 24, 2020",0.919
South Korea,KOR,"Feb 25, 2020",0.897
South Korea,KOR,"Feb 26, 2020",0.96
South Korea,KOR,"Feb 27, 2020",0.752
South Korea,KOR,"Feb 28, 2020",0.643
South Korea,KOR,"Feb 29, 2020",0.546
South Korea,KOR,"Mar 1, 2020",0.482
South Korea,KOR,"Mar 2, 2020",0.522
South Korea,KOR,"Mar 3, 2020",0.582
South Korea,KOR,"Mar 4, 2020",0.601
South Korea,KOR,"Mar 5, 2020",0.607
South Korea,KOR,"Mar 6, 2020",0.668
South Korea,KOR,"Mar 7, 2020",0.65
South Korea,KOR,"Mar 8, 2020",0.701
South Korea,KOR,"Mar 9, 2020",0.691
South Korea,KOR,"Mar 10, 2020",0.719
South Korea,KOR,"Mar 11, 2020",0.774
South Korea,KOR,"Mar 12, 2020",0.839
South Korea,KOR,"Mar 13, 2020",0.84
South Korea,KOR,"Mar 14, 2020",0.89
South Korea,KOR,"Mar 15, 2020",0.919
South Korea,KOR,"Mar 16, 2020",0.911
South Korea,KOR,"Mar 17, 2020",0.974
South Korea,KOR,"Mar 18, 2020",1.022
South Korea,KOR,"Mar 19, 2020",1.062
South Korea,KOR,"Mar 20, 2020",1.156
South Korea,KOR,"Mar 21, 2020",1.171
South Korea,KOR,"Mar 22, 2020",1.169
South Korea,KOR,"Mar 23, 2020",1.261
South Korea,KOR,"Mar 24, 2020",1.328
South Korea,KOR,"Mar 25, 2020",1.379
South Korea,KOR,"Mar 26, 2020",1.418
South Korea,KOR,"Mar 27, 2020",1.489
South Korea,KOR,"Mar 28, 2020",1.519
South Korea,KOR,"Mar 29, 2020",1.586
South Korea,KOR,"Mar 30, 2020",1.635
South Korea,KOR,"Mar 31, 2020",1.666
South Korea,KOR,"Apr 1, 2020",1.666
South Korea,KOR,"Apr 2, 2020",1.694
South Korea,KOR,"Apr 3, 2020",1.729
South Korea,KOR,"Apr 4, 2020",1.743
South Korea,KOR,"Apr 5, 2020",1.788
South Korea,KOR,"Apr 6, 2020",1.809
South Korea,KOR,"Apr 7, 2020",1.858
South Korea,KOR,"Apr 8, 2020",1.926
South Korea,KOR,"Apr 9, 2020",1.957
South Korea,KOR,"Apr 10, 2020",1.99
South Korea,KOR,"Apr 11, 2020",1.99
South Korea,KOR,"Apr 12, 2020",2.036
South Korea,KOR,"Apr 13, 2020",2.059
South Korea,KOR,"Apr 14, 2020",2.101
South Korea,KOR,"Apr 15, 2020",2.124
South Korea,KOR,"Apr 16, 2020",2.158
South Korea,KOR,"Apr 17, 2020",2.163
South Korea,KOR,"Apr 18, 2020",2.178
South Korea,KOR,"Apr 19, 2020",2.195
South Korea,KOR,"Apr 20, 2020",2.211
South Korea,KOR,"Apr 21, 2020",2.218
South Korea,KOR,"Apr 22, 2020",2.226
South Korea,KOR,"Apr 23, 2020",2.243
South Korea,KOR,"Apr 24, 2020",2.241
South Korea,KOR,"Apr 25, 2020",2.239
South Korea,KOR,"Apr 26, 2020",2.256
South Korea,KOR,"Apr 27, 2020",2.263
South Korea,KOR,"Apr 28, 2020",2.269
South Korea,KOR,"Apr 29, 2020",2.286
South Korea,KOR,"Apr 30, 2020",2.294
South Korea,KOR,"May 1, 2020",2.302
South Korea,KOR,"May 2, 2020",2.319
South Korea,KOR,"May 3, 2020",2.316
South Korea,KOR,"May 4, 2020",2.333
South Korea,KOR,"May 5, 2020",2.351
South Korea,KOR,"May 6, 2020",2.36
South Korea,KOR,"May 7, 2020",2.368
South Korea,KOR,"May 8, 2020",2.366
South Korea,KOR,"May 9, 2020",2.362
South Korea,KOR,"May 10, 2020",2.354
South Korea,KOR,"May 11, 2020",2.347
South Korea,KOR,"May 12, 2020",2.359
South Korea,KOR,"May 13, 2020",2.363
South Korea,KOR,"May 14, 2020",2.366
South Korea,KOR,"May 15, 2020",2.36
South Korea,KOR,"May 16, 2020",2.374
South Korea,KOR,"May 17, 2020",2.371
South Sudan,SSD,"May 9, 2020",0
South Sudan,SSD,"May 10, 2020",0
South Sudan,SSD,"May 11, 2020",0
South Sudan,SSD,"May 12, 2020",0
South Sudan,SSD,"May 13, 2020",0
South Sudan,SSD,"May 14, 2020",0
South Sudan,SSD,"May 15, 2020",0.433
South Sudan,SSD,"May 16, 2020",1.695
South Sudan,SSD,"May 17, 2020",1.695
Spain,ESP,"Mar 2, 2020",0
Spain,ESP,"Mar 3, 2020",0
Spain,ESP,"Mar 4, 2020",0
Spain,ESP,"Mar 5, 2020",0.287
Spain,ESP,"Mar 6, 2020",0.565
Spain,ESP,"Mar 7, 2020",0.654
Spain,ESP,"Mar 8, 2020",0.457
Spain,ESP,"Mar 9, 2020",0.327
Spain,ESP,"Mar 10, 2020",1.218
Spain,ESP,"Mar 11, 2020",1.069
Spain,ESP,"Mar 12, 2020",1.062
Spain,ESP,"Mar 13, 2020",1.41
Spain,ESP,"Mar 14, 2020",1.584
Spain,ESP,"Mar 15, 2020",1.39
Spain,ESP,"Mar 16, 2020",2.506
Spain,ESP,"Mar 17, 2020",2.208
Spain,ESP,"Mar 18, 2020",2.776
Spain,ESP,"Mar 19, 2020",2.751
Spain,ESP,"Mar 20, 2020",2.916
Spain,ESP,"Mar 21, 2020",3.156
Spain,ESP,"Mar 22, 2020",3.621
Spain,ESP,"Mar 23, 2020",4.168
Spain,ESP,"Mar 24, 2020",4.457
Spain,ESP,"Mar 25, 2020",4.688
Spain,ESP,"Mar 26, 2020",5.167
Spain,ESP,"Mar 27, 2020",5.406
Spain,ESP,"Mar 28, 2020",5.791
Spain,ESP,"Mar 29, 2020",6.301
Spain,ESP,"Mar 30, 2020",6.791
Spain,ESP,"Mar 31, 2020",7.04
Spain,ESP,"Apr 1, 2020",7.333
Spain,ESP,"Apr 2, 2020",7.591
Spain,ESP,"Apr 3, 2020",7.905
Spain,ESP,"Apr 4, 2020",8.21
Spain,ESP,"Apr 5, 2020",8.465
Spain,ESP,"Apr 6, 2020",8.721
Spain,ESP,"Apr 7, 2020",8.844
Spain,ESP,"Apr 8, 2020",9.007
Spain,ESP,"Apr 9, 2020",9.158
Spain,ESP,"Apr 10, 2020",9.321
Spain,ESP,"Apr 11, 2020",9.429
Spain,ESP,"Apr 12, 2020",9.512
Spain,ESP,"Apr 13, 2020",9.701
Spain,ESP,"Apr 14, 2020",9.822
Spain,ESP,"Apr 15, 2020",10.015
Spain,ESP,"Apr 16, 2020",10.141
Spain,ESP,"Apr 17, 2020",10.245
Spain,ESP,"Apr 18, 2020",10.333
Spain,ESP,"Apr 19, 2020",10.584
Spain,ESP,"Apr 20, 2020",10.668
Spain,ESP,"Apr 21, 2020",10.726
Spain,ESP,"Apr 22, 2020",10.819
Spain,ESP,"Apr 23, 2020",10.88
Spain,ESP,"Apr 24, 2020",10.947
Spain,ESP,"Apr 25, 2020",10.996
Spain,ESP,"Apr 26, 2020",11.048
Spain,ESP,"Apr 27, 2020",10.961
Spain,ESP,"Apr 28, 2020",11.179
Spain,ESP,"Apr 29, 2020",11.347
Spain,ESP,"Apr 30, 2020",11.406
Spain,ESP,"May 1, 2020",11.462
Spain,ESP,"May 2, 2020",11.524
Spain,ESP,"May 3, 2020",11.55
Spain,ESP,"May 4, 2020",11.6
Spain,ESP,"May 5, 2020",11.629
Spain,ESP,"May 6, 2020",11.693
Spain,ESP,"May 7, 2020",11.741
Spain,ESP,"May 8, 2020",11.76
Spain,ESP,"May 9, 2020",11.823
Spain,ESP,"May 10, 2020",11.708
Spain,ESP,"May 11, 2020",11.742
Spain,ESP,"May 12, 2020",11.794
Spain,ESP,"May 13, 2020",11.852
Spain,ESP,"May 14, 2020",11.903
Spain,ESP,"May 15, 2020",11.929
Spain,ESP,"May 16, 2020",11.948
Sri Lanka,LKA,"Mar 25, 2020",0
Sri Lanka,LKA,"Mar 26, 2020",0
Sri Lanka,LKA,"Mar 27, 2020",0
Sri Lanka,LKA,"Mar 28, 2020",0
Sri Lanka,LKA,"Mar 29, 2020",0.87
Sri Lanka,LKA,"Mar 30, 2020",0.833
Sri Lanka,LKA,"Mar 31, 2020",0.833
Sri Lanka,LKA,"Apr 1, 2020",1.639
Sri Lanka,LKA,"Apr 2, 2020",1.399
Sri Lanka,LKA,"Apr 3, 2020",2.027
Sri Lanka,LKA,"Apr 4, 2020",2.649
Sri Lanka,LKA,"Apr 5, 2020",3.145
Sri Lanka,LKA,"Apr 6, 2020",3.012
Sri Lanka,LKA,"Apr 7, 2020",2.809
Sri Lanka,LKA,"Apr 8, 2020",3.243
Sri Lanka,LKA,"Apr 9, 2020",3.704
Sri Lanka,LKA,"Apr 10, 2020",3.684
Sri Lanka,LKA,"Apr 11, 2020",3.553
Sri Lanka,LKA,"Apr 12, 2020",3.518
Sri Lanka,LKA,"Apr 13, 2020",3.333
Sri Lanka,LKA,"Apr 14, 2020",3.211
Sri Lanka,LKA,"Apr 15, 2020",3.004
Sri Lanka,LKA,"Apr 16, 2020",2.954
Sri Lanka,LKA,"Apr 17, 2020",2.941
Sri Lanka,LKA,"Apr 18, 2020",2.869
Sri Lanka,LKA,"Apr 19, 2020",2.756
Sri Lanka,LKA,"Apr 20, 2020",2.373
Sri Lanka,LKA,"Apr 21, 2020",2.303
Sri Lanka,LKA,"Apr 22, 2020",2.258
Sri Lanka,LKA,"Apr 23, 2020",2.121
Sri Lanka,LKA,"Apr 24, 2020",1.902
Sri Lanka,LKA,"Apr 25, 2020",1.667
Sri Lanka,LKA,"Apr 26, 2020",1.515
Sri Lanka,LKA,"Apr 27, 2020",1.338
Sri Lanka,LKA,"Apr 28, 2020",1.19
Sri Lanka,LKA,"Apr 29, 2020",1.131
Sri Lanka,LKA,"Apr 30, 2020",1.079
Sri Lanka,LKA,"May 1, 2020",1.053
Sri Lanka,LKA,"May 2, 2020",1.014
Sri Lanka,LKA,"May 3, 2020",0.993
Sri Lanka,LKA,"May 4, 2020",0.975
Sri Lanka,LKA,"May 5, 2020",1.06
Sri Lanka,LKA,"May 6, 2020",1.167
Sri Lanka,LKA,"May 7, 2020",1.129
Sri Lanka,LKA,"May 8, 2020",1.092
Sri Lanka,LKA,"May 9, 2020",1.078
Sri Lanka,LKA,"May 10, 2020",1.063
Sri Lanka,LKA,"May 11, 2020",1.043
Sri Lanka,LKA,"May 12, 2020",1.036
Sri Lanka,LKA,"May 13, 2020",1.012
Sri Lanka,LKA,"May 14, 2020",0.984
Sri Lanka,LKA,"May 15, 2020",0.973
Sri Lanka,LKA,"May 16, 2020",0.963
Sri Lanka,LKA,"May 17, 2020",0.938
Sudan,SDN,"Apr 22, 2020",11.215
Sudan,SDN,"Apr 23, 2020",9.286
Sudan,SDN,"Apr 24, 2020",8.025
Sudan,SDN,"Apr 25, 2020",9.195
Sudan,SDN,"Apr 26, 2020",7.981
Sudan,SDN,"Apr 27, 2020",8.861
Sudan,SDN,"Apr 28, 2020",8
Sudan,SDN,"Apr 29, 2020",7.862
Sudan,SDN,"Apr 30, 2020",7.467
Sudan,SDN,"May 1, 2020",7.014
Sudan,SDN,"May 2, 2020",7.014
Sudan,SDN,"May 3, 2020",6.926
Sudan,SDN,"May 4, 2020",6.047
Sudan,SDN,"May 5, 2020",6.047
Sudan,SDN,"May 6, 2020",5.784
Sudan,SDN,"May 7, 2020",5.751
Sudan,SDN,"May 8, 2020",5.591
Sudan,SDN,"May 9, 2020",5.311
Sudan,SDN,"May 10, 2020",5.498
Sudan,SDN,"May 11, 2020",5.136
Sudan,SDN,"May 12, 2020",4.849
Sudan,SDN,"May 13, 2020",4.816
Sudan,SDN,"May 14, 2020",4.95
Sudan,SDN,"May 15, 2020",4.633
Sudan,SDN,"May 16, 2020",4.633
Sudan,SDN,"May 17, 2020",4.633
Swaziland,SWZ,"May 1, 2020",1
Swaziland,SWZ,"May 2, 2020",0.943
Swaziland,SWZ,"May 3, 2020",0.926
Swaziland,SWZ,"May 4, 2020",0.893
Swaziland,SWZ,"May 5, 2020",0.862
Swaziland,SWZ,"May 6, 2020",0.862
Swaziland,SWZ,"May 7, 2020",1.626
Swaziland,SWZ,"May 8, 2020",1.307
Swaziland,SWZ,"May 9, 2020",1.258
Swaziland,SWZ,"May 10, 2020",1.227
Swaziland,SWZ,"May 11, 2020",1.163
Swaziland,SWZ,"May 12, 2020",1.143
Swaziland,SWZ,"May 13, 2020",1.087
Swaziland,SWZ,"May 14, 2020",1.07
Swaziland,SWZ,"May 15, 2020",1.07
Swaziland,SWZ,"May 16, 2020",1.053
Swaziland,SWZ,"May 17, 2020",0.99
Sweden,SWE,"Mar 7, 2020",0
Sweden,SWE,"Mar 8, 2020",0
Sweden,SWE,"Mar 9, 2020",0
Sweden,SWE,"Mar 10, 2020",0
Sweden,SWE,"Mar 11, 2020",0
Sweden,SWE,"Mar 12, 2020",0.216
Sweden,SWE,"Mar 13, 2020",0.161
Sweden,SWE,"Mar 14, 2020",0.129
Sweden,SWE,"Mar 15, 2020",0.108
Sweden,SWE,"Mar 16, 2020",0.291
Sweden,SWE,"Mar 17, 2020",0.624
Sweden,SWE,"Mar 18, 2020",0.686
Sweden,SWE,"Mar 19, 2020",0.769
Sweden,SWE,"Mar 20, 2020",0.703
Sweden,SWE,"Mar 21, 2020",0.986
Sweden,SWE,"Mar 22, 2020",1.145
Sweden,SWE,"Mar 23, 2020",1.102
Sweden,SWE,"Mar 24, 2020",1.24
Sweden,SWE,"Mar 25, 2020",1.585
Sweden,SWE,"Mar 26, 2020",1.673
Sweden,SWE,"Mar 27, 2020",2.352
Sweden,SWE,"Mar 28, 2020",3.02
Sweden,SWE,"Mar 29, 2020",2.959
Sweden,SWE,"Mar 30, 2020",2.973
Sweden,SWE,"Mar 31, 2020",3.625
Sweden,SWE,"Apr 1, 2020",4.059
Sweden,SWE,"Apr 2, 2020",4.831
Sweden,SWE,"Apr 3, 2020",5.159
Sweden,SWE,"Apr 4, 2020",5.479
Sweden,SWE,"Apr 5, 2020",5.789
Sweden,SWE,"Apr 6, 2020",5.871
Sweden,SWE,"Apr 7, 2020",6.619
Sweden,SWE,"Apr 8, 2020",7.682
Sweden,SWE,"Apr 9, 2020",8.16
Sweden,SWE,"Apr 10, 2020",8.675
Sweden,SWE,"Apr 11, 2020",8.983
Sweden,SWE,"Apr 12, 2020",8.738
Sweden,SWE,"Apr 13, 2020",8.576
Sweden,SWE,"Apr 14, 2020",8.394
Sweden,SWE,"Apr 15, 2020",9.026
Sweden,SWE,"Apr 16, 2020",10.086
Sweden,SWE,"Apr 17, 2020",10.63
Sweden,SWE,"Apr 18, 2020",10.593
Sweden,SWE,"Apr 19, 2020",10.932
Sweden,SWE,"Apr 20, 2020",10.706
Sweden,SWE,"Apr 21, 2020",10.692
Sweden,SWE,"Apr 22, 2020",11.519
Sweden,SWE,"Apr 23, 2020",12.103
Sweden,SWE,"Apr 24, 2020",12.062
Sweden,SWE,"Apr 25, 2020",12.25
Sweden,SWE,"Apr 26, 2020",12.059
Sweden,SWE,"Apr 27, 2020",11.77
Sweden,SWE,"Apr 28, 2020",12.015
Sweden,SWE,"Apr 29, 2020",12.002
Sweden,SWE,"Apr 30, 2020",12.127
Sweden,SWE,"May 1, 2020",12.261
Sweden,SWE,"May 2, 2020",12.328
Sweden,SWE,"May 3, 2020",12.087
Sweden,SWE,"May 4, 2020",12.004
Sweden,SWE,"May 5, 2020",12.187
Sweden,SWE,"May 6, 2020",12.293
Sweden,SWE,"May 7, 2020",12.296
Sweden,SWE,"May 8, 2020",12.346
Sweden,SWE,"May 9, 2020",12.567
Sweden,SWE,"May 10, 2020",12.422
Sweden,SWE,"May 11, 2020",12.252
Sweden,SWE,"May 12, 2020",12.208
Sweden,SWE,"May 13, 2020",12.148
Sweden,SWE,"May 14, 2020",12.397
Sweden,SWE,"May 15, 2020",12.347
Sweden,SWE,"May 16, 2020",12.483
Sweden,SWE,"May 17, 2020",12.38
Switzerland,CHE,"Mar 7, 2020",0.478
Switzerland,CHE,"Mar 8, 2020",0.379
Switzerland,CHE,"Mar 9, 2020",0.602
Switzerland,CHE,"Mar 10, 2020",0.535
Switzerland,CHE,"Mar 11, 2020",0.612
Switzerland,CHE,"Mar 12, 2020",0.623
Switzerland,CHE,"Mar 13, 2020",0.468
Switzerland,CHE,"Mar 14, 2020",0.624
Switzerland,CHE,"Mar 15, 2020",0.809
Switzerland,CHE,"Mar 16, 2020",0.591
Switzerland,CHE,"Mar 17, 2020",0.636
Switzerland,CHE,"Mar 18, 2020",0.717
Switzerland,CHE,"Mar 19, 2020",0.698
Switzerland,CHE,"Mar 20, 2020",0.849
Switzerland,CHE,"Mar 21, 2020",0.888
Switzerland,CHE,"Mar 22, 2020",0.922
Switzerland,CHE,"Mar 23, 2020",0.861
Switzerland,CHE,"Mar 24, 2020",0.823
Switzerland,CHE,"Mar 25, 2020",0.978
Switzerland,CHE,"Mar 26, 2020",1.06
Switzerland,CHE,"Mar 27, 2020",1.503
Switzerland,CHE,"Mar 28, 2020",1.628
Switzerland,CHE,"Mar 29, 2020",1.787
Switzerland,CHE,"Mar 30, 2020",1.8
Switzerland,CHE,"Mar 31, 2020",1.914
Switzerland,CHE,"Apr 1, 2020",2.316
Switzerland,CHE,"Apr 2, 2020",2.214
Switzerland,CHE,"Apr 3, 2020",2.374
Switzerland,CHE,"Apr 4, 2020",2.517
Switzerland,CHE,"Apr 5, 2020",2.673
Switzerland,CHE,"Apr 6, 2020",2.659
Switzerland,CHE,"Apr 7, 2020",2.707
Switzerland,CHE,"Apr 8, 2020",2.892
Switzerland,CHE,"Apr 9, 2020",3.104
Switzerland,CHE,"Apr 10, 2020",3.218
Switzerland,CHE,"Apr 11, 2020",3.323
Switzerland,CHE,"Apr 12, 2020",3.348
Switzerland,CHE,"Apr 13, 2020",3.402
Switzerland,CHE,"Apr 14, 2020",3.365
Switzerland,CHE,"Apr 15, 2020",3.495
Switzerland,CHE,"Apr 16, 2020",3.695
Switzerland,CHE,"Apr 17, 2020",3.812
Switzerland,CHE,"Apr 18, 2020",3.919
Switzerland,CHE,"Apr 19, 2020",4.063
Switzerland,CHE,"Apr 20, 2020",4.1
Switzerland,CHE,"Apr 21, 2020",4.1
Switzerland,CHE,"Apr 22, 2020",4.239
Switzerland,CHE,"Apr 23, 2020",4.314
Switzerland,CHE,"Apr 24, 2020",4.459
Switzerland,CHE,"Apr 25, 2020",4.574
Switzerland,CHE,"Apr 26, 2020",4.609
Switzerland,CHE,"Apr 27, 2020",4.61
Switzerland,CHE,"Apr 28, 2020",4.649
Switzerland,CHE,"Apr 29, 2020",4.726
Switzerland,CHE,"Apr 30, 2020",4.798
Switzerland,CHE,"May 1, 2020",4.82
Switzerland,CHE,"May 2, 2020",4.841
Switzerland,CHE,"May 3, 2020",4.93
Switzerland,CHE,"May 4, 2020",4.936
Switzerland,CHE,"May 5, 2020",4.937
Switzerland,CHE,"May 6, 2020",4.952
Switzerland,CHE,"May 7, 2020",5.017
Switzerland,CHE,"May 8, 2020",5.049
Switzerland,CHE,"May 9, 2020",5.062
Switzerland,CHE,"May 10, 2020",5.075
Switzerland,CHE,"May 11, 2020",5.086
Switzerland,CHE,"May 12, 2020",5.096
Switzerland,CHE,"May 13, 2020",5.149
Switzerland,CHE,"May 14, 2020",5.153
Switzerland,CHE,"May 15, 2020",5.227
Switzerland,CHE,"May 16, 2020",5.238
Switzerland,CHE,"May 17, 2020",5.251
Taiwan,TWN,"Mar 19, 2020",0.926
Taiwan,TWN,"Mar 20, 2020",0.926
Taiwan,TWN,"Mar 21, 2020",1.481
Taiwan,TWN,"Mar 22, 2020",1.307
Taiwan,TWN,"Mar 23, 2020",1.212
Taiwan,TWN,"Mar 24, 2020",1.026
Taiwan,TWN,"Mar 25, 2020",0.926
Taiwan,TWN,"Mar 26, 2020",0.851
Taiwan,TWN,"Mar 27, 2020",0.794
Taiwan,TWN,"Mar 28, 2020",0.749
Taiwan,TWN,"Mar 29, 2020",0.707
Taiwan,TWN,"Mar 30, 2020",1.634
Taiwan,TWN,"Mar 31, 2020",1.634
Taiwan,TWN,"Apr 1, 2020",1.553
Taiwan,TWN,"Apr 2, 2020",1.475
Taiwan,TWN,"Apr 3, 2020",1.475
