"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2013",84.000151062,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2014",89.4576492988178,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2016",113.556249360806,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2017",121.195487959851,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2018",125.550156086116,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2000",40.25,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2001",43.0249999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2002",45.1749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2003",45.9249999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2004",50.5999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2005",54.7749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2006",62.2749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2007",70.0999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2008",69.3499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2009",70.6749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2010",76.4749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2011",82.5999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2012",88.1999999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2013",91.7499999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2014",94.2499999999998,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.025,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2017",112.35,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2018",113.975,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2019",116.79999999676,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2010",105.609999999764,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2011",105.695,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2012",102.005,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2013",97.535,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2014",98.5,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2016",101.8575,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2017",105.7825,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2018",112.7425,
"POL","HOUSECOST","NOMINAL","IDX2015","A","2019",122.522500000258,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2000",100.240697412219,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2001",105.672836626221,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2002",106.330933909589,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2003",107.479767529261,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2004",108.166231074842,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2005",110.622749382583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2006",112.954456136583,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2007",113.467885482658,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2008",106.308240899817,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2009",106.5375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2010",107.3575,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2011",102.0925,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2012",94.8725,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2013",93.085,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2014",97.0375,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2016",107.115,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2017",117.015,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2018",129.0325,
"PRT","HOUSECOST","NOMINAL","IDX2015","A","2019",141.462500002556,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2005",65.0965121633524,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2006",75.9868996724918,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2007",98.0049501237529,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2008",115.552888822221,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2009",100.817520438011,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2010",96.7849196229905,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2011",95.3298832470811,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2012",92.7548188704716,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2013",93.587339683492,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2014",94.907372684317,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2016",106.702667566689,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2017",112.990324758119,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2018",121.320533013325,
"SVK","HOUSECOST","NOMINAL","IDX2015","A","2019",132.395809894978,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2000",57.2387344852681,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2001",62.6768863838807,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2002",73.3083859155734,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2003",87.9511781982042,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2004",104.076784889203,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2005",119.272135371178,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2006",135.500887522188,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2007",148.791219780494,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2008",146.666166654166,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2009",136.97592439811,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2010",134.555863896597,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2011",124.270606765169,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2012",105.905147628691,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2013",96.2399059976498,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5399134978373,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2016",104.622615565389,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2017",111.105277631941,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2018",118.580464511613,
"ESP","HOUSECOST","NOMINAL","IDX2015","A","2019",124.715617892519,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2000",35.7094574175825,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2001",38.5295192307693,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2002",40.975837912088,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2003",43.6939697802199,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2004",47.7711675824177,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2005",52.0400000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2006",58.4575000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2007",65.7350000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2008",66.4725000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2009",68.5625000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2010",73.9650000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2011",75.8725000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2012",76.8250000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2013",80.7850000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2014",88.4025000000002,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2016",108.2425,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2017",115.4275,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2018",114.350000000001,
"SWE","HOUSECOST","NOMINAL","IDX2015","A","2019",117.184999998901,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2000",62.4317436534391,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2001",62.9932890859251,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2002",62.9007839684274,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2003",63.795383108405,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2004",66.1331725508466,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2005",68.5761035432855,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2006",72.8180330856794,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2007",77.0976191005724,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2008",80.0034236504998,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2009",80.3841703354903,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2010",82.6010771604349,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2011",87.8643809928033,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2012",92.113544505197,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2013",94.8640436051283,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2014",97.4523310800636,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2016",101.619464122459,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2017",103.58500937241,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2018",106.721523522332,
"CHE","HOUSECOST","NOMINAL","IDX2015","A","2019",110.556668371492,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2010",58.4539195226011,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2011",62.5296459146837,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2012",68.3177833639603,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2013",75.9311692130086,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2014",86.1575752392303,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2016",113.5958542608,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2017",125.374818484328,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2018",134.874050558141,
"TUR","HOUSECOST","NOMINAL","IDX2015","A","2019",140.876369956058,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2000",45.4194346607335,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2001",49.1178841602939,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2002",57.052708202174,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2003",65.9888290157079,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2004",73.8223581634058,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2005",78.9276714936877,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2006",85.1249297326031,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2007",93.5536784811281,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2008",89.3752250743593,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2009",81.4130440857527,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2010",86.0778983799364,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2011",84.8326066851543,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2012",85.165940772596,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2013",87.3503984447137,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2014",94.3386430334907,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2016",106.975069281279,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2017",111.833779355429,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2018",115.4270128798,
"GBR","HOUSECOST","NOMINAL","IDX2015","A","2019",116.943882579535,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2000",64.8990541335101,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2001",69.390162108061,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2002",74.2790407175721,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2003",79.9761800095024,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2004",87.5338220562466,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2005",96.6952660478305,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2006",102.369279114763,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2007",102.364653939764,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2008",94.0184084455982,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2009",88.4241807461576,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2010",85.7808561214219,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2011",82.1616058742838,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2012",84.4938831115506,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2013",90.4350038059565,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2014",94.9781457330022,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2016",105.806988739419,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2017",112.571402113743,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2018",119.89778218801,
"USA","HOUSECOST","NOMINAL","IDX2015","A","2019",126.161513362384,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2008",34.5267516907862,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2009",40.9378292769777,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2010",50.9223250104184,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2011",65.6068589793931,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2012",77.4991166591292,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2013",87.1470240028561,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2014",96.2342545194315,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2016",100.313900711309,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2017",100.495087001659,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2018",100.029782959864,
"BRA","HOUSECOST","NOMINAL","IDX2015","A","2019",100.207183689331,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2002",51.218513750982,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2003",52.4325864853649,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2004",55.3151198582973,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2005",57.2924519285938,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2006",58.5415691487812,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2007",61.5058916017259,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2008",62.0036960493005,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2009",63.4855891070228,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2010",67.5957042701393,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2011",73.2966343884945,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2012",78.2384997217358,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1536991201231,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2014",90.8576785811286,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2016",102.817479115423,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2017",110.246607316537,
"CHL","HOUSECOST","NOMINAL","IDX2015","A","2018",118.28165119186,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2010",85.1257395214857,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2011",90.7675168655349,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2012",90.0063881834188,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2013",96.4911734002279,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2014",101.131954939936,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2016",112.22947601315,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2017",126.98929589754,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2018",134.267929761144,
"CHN","HOUSECOST","NOMINAL","IDX2015","A","2019",139.503123978033,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2000",27.7868800927787,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2001",29.1341238054134,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2002",29.2308260004231,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2003",29.9996869955,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2004",32.8734568932874,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2005",35.6774877310678,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2006",40.2672619240267,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2007",47.2033698397203,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2008",55.019840113002,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2009",60.3725836785372,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2010",64.8931698364893,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2011",70.1384016395138,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2012",77.3838987377384,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2013",84.8423496634842,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2014",91.5319602841532,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2016",111.609251561161,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2017",119.330345936933,
"COL","HOUSECOST","NOMINAL","IDX2015","A","2018",127.433569211207,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2005",59.0130675129196,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2006",88.2216684366167,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2007",106.53535258299,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2008",96.292213807222,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2009",60.4667880795351,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2010",63.9014026047927,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2011",69.3233010701994,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2012",74.371385673078,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2013",82.2933640136722,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2014",93.5796670895187,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2016",104.744560532856,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2017",110.511517933289,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2018",117.06604043378,
"EST","HOUSECOST","NOMINAL","IDX2015","A","2019",125.267580409852,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2010",45.0953106638992,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2011",53.9029170899897,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2012",66.9664475874552,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2013",76.6862677159972,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2014",88.0318228867953,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2016",106.685743083997,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2017",115.658113782651,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2018",122.248249631663,
"IND","HOUSECOST","NOMINAL","IDX2015","A","2019",126.311541527014,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2002",54.5539975482796,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2003",57.7552101186633,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2004",60.0227356890035,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2005",62.5570289743836,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2006",65.7582415423638,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2007",67.2254639700839,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2008",68.826070257824,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2009",70.1599088255241,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2010",72.2940505408442,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2011",75.6286469663444,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2012",79.0105006668517,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2013",88.5181333557778,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2014",94.7301714042096,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2016",103.159823490474,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2017",106.415370415962,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2018",109.894959866484,
"IDN","HOUSECOST","NOMINAL","IDX2015","A","2019",111.9103899426,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2000",52.6327724585524,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2001",50.7982221386901,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2002",53.4740804534894,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2003",50.4444645962166,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2004",50.0680302937448,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2005",50.1768787637367,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2006",50.4059140987195,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2007",49.6235656887782,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2008",53.3811057159963,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2009",60.6898272004482,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2010",71.3705836946471,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2011",78.8792882515839,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2012",81.4322644963925,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2013",88.8226223333382,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2014",94.4668692379149,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.45838814194,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2017",111.649054366626,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2018",110.723842316696,
"ISR","HOUSECOST","NOMINAL","IDX2015","A","2019",112.733003765546,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2006",104.474999988242,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2007",142.3675,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2008",143.9425,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2009",90.2399999999999,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2010",80.3499999999999,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2011",88.7249999999999,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2012",91.3624999999999,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2013",97.6224999999998,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2014",103.475,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2016",108.4875,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2017",118.0125,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2018",129.3,
"LVA","HOUSECOST","NOMINAL","IDX2015","A","2019",141.045000006745,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2006",94.2474999922661,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2007",119.055,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2008",129.755,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2009",90.9224999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2010",84.2024999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2011",89.7649999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2012",89.5574999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2013",90.6449999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2014",96.4699999999999,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2016",105.4,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2017",114.7975,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2018",123.18,
"LTU","HOUSECOST","NOMINAL","IDX2015","A","2019",131.609999998206,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2001",14.0475894236097,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2002",18.6027631498253,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2003",22.7773910178472,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2004",29.1345484411418,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2005",35.9471256469934,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2006",53.2643543141581,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2007",76.951461557119,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2008",95.7210136069651,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2009",95.1578348818947,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2010",103.077598887885,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2011",81.6288285927036,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2012",93.8940516967367,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2013",97.4674328046834,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2014",98.7848243898481,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2016",94.6920013543365,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2017",91.2668977714084,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2018",93.5159130066895,
"RUS","HOUSECOST","NOMINAL","IDX2015","A","2019",100.244265197485,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2007",120.845000008118,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2008",129.3075,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2009",117.055,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2010",117.205,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2011",120.385,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2012",112.09,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2013",106.21,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2014",99.2024999999999,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2016",103.2525,
"SVN","HOUSECOST","NOMINAL","IDX2015","A","2017",111.5625,
